water_body_name,water_body_longitude,water_body_latitude,country_code,province_code,closest_city,distance
Line Lake,-110.39801,57.72974,CAN,AB,Point Brule,64.4
Lineham Lakes,-114.07295,49.07769,CAN,AB,Waterton Park,11.9
Lingrell Lake,-119.82352,54.73033,CAN,AB,Sylvester,30.9
Linton Lake,-116.48018,58.17035,CAN,AB,La Cr̻te,4.5
Lister Lake,-110.15166,59.71136,CAN,AB,Hay Camp,76.8
Little Bear Lake,-110.29953,54.55183,CAN,AB,Bank Bay,4.7
Little Bear Lake,-111.4526,55.10174,CAN,AB,Philomena,13.2
Little Beaver Lake,-112.02804,55.1689,CAN,AB,Avenir,21.5
Little Beaver Lake,-112.97912,52.76943,CAN,AB,Ferintosh,0.6
Little Beaver Lake,-112.31192,54.59361,CAN,AB,Noral,7.3
Little Blue Lake,-116.4392,54.9717,CAN,AB,Sweathouse Creek,28.6
Little Bow Lake Reservoir,-112.6753,50.19446,CAN,AB,Travers,10.1
Little Buffalo Lake,-116.13336,56.43019,CAN,AB,Little Buffalo,1.8
Little Crooked Lake,-117.26749,54.48349,CAN,AB,Little Smoky,29
Little Fish Lake,-112.2302,51.37527,CAN,AB,Lonebutte,6.4
Little Fish Lake,-111.59436,55.46179,CAN,AB,Margie,16.6
Little Garner Lake,-111.70702,54.22622,CAN,AB,Boyne Lake,2.3
Little Goose Lake,-117.61519,54.97525,CAN,AB,Calais,11.8
Little Horse Lake,-115.75388,55.85108,CAN,AB,Gift Lake,5.1
Little Island Lake,-113.91824,57.25989,CAN,AB,Chipewyan Lake,44.6
Little Island Lake,-114.72324,53.73944,CAN,AB,Stanger,7.4
Little Johnson Lake,-112.55669,54.64002,CAN,AB,Caslan,3.1
Little Johnson Lake,-117.53878,59.91933,CAN,AB,Indian Cabins,28.7
Little Lake,-119.08186,55.19991,CAN,AB,Lake Saskatoon,4.3
Little Long Lake,-110.10216,54.38557,CAN,AB,Cherry Grove,3.7
Little Loon Lake,-115.4421,56.3779,CAN,AB,Loon Lake,18.1
Little Mcleod Lake,-115.63045,54.31326,CAN,AB,Whitecourt,19.5
Little Mere Lake,-114.07224,53.62715,CAN,AB,Bilby,8.9
Little Muskeg Lake,-112.0782,55.17743,CAN,AB,Avenir,19.9
Little Musreau Lake,-118.66837,54.54657,CAN,AB,Grovedale,54.9
Little Perch Lake,-111.30367,53.88254,CAN,AB,Lac Bellevue,5.1
Little Puskwaskau Lake,-117.27724,55.14014,CAN,AB,Valleyview,8.3
Little Rat Lake,-116.48745,54.96049,CAN,AB,Sweathouse Creek,25.8
Little Rock Island Lake,-110.2442,54.05722,CAN,AB,Sputinow,15.6
Little Sandy Lake,-113.43387,55.89426,CAN,AB,Sandy Lake,8.9
Little Tawayik Lake,-112.88588,53.57794,CAN,AB,Sandy Beach,11.7
Livingstone Lake,-111.00357,53.24471,CAN,AB,Claysmore,11.2
Liza Lake,-110.80304,54.28154,CAN,AB,Bonnyville,4.5
Lloyd Lake,-114.1597,50.87225,CAN,AB,Otter,8.3
Lobe Lake,-110.37429,57.41234,CAN,AB,Bitumount,76.2
Lodge Lake,-112.44253,54.71978,CAN,AB,Noral,9.1
Lofty Lake,-112.48181,54.72295,CAN,AB,Frains,10
Logan Lake,-110.40532,59.95938,CAN,AB,Fitzgerald,67.8
Logan Lake,-111.36466,55.08294,CAN,AB,Philomena,19
Lone Pine Lake,-112.06473,54.42915,CAN,AB,Kikino,2.5
Lonepine Lake,-112.56316,52.23144,CAN,AB,Sabine,4.1
Lonesome Lake,-112.28846,50.36861,CAN,AB,Bow City,8.6
Long 90,-114.18713,56.85086,CAN,AB,Peerless Lake,31
Long End Lake,-114.37789,54.58858,CAN,AB,Kilsyth,14.4
Long Island Lake,-113.79222,54.4588,CAN,AB,Meadowbrook,9.4
Long Lake,-110.97263,56.40954,CAN,AB,Anzac,5.8
Long Lake,-115.83311,56.04821,CAN,AB,Atikameg,18.5
Long Lake,-117.56329,54.90034,CAN,AB,Calais,19.1
Long Lake,-110.85824,56.31443,CAN,AB,Cheecham,3.6
Long Lake,-113.3036,54.63642,CAN,AB,Colinton,3.7
Long Lake,-112.75137,54.44491,CAN,AB,Ellscott,11.6
Long Lake,-110.0179,52.47316,CAN,AB,Green Glade,9.1
Long Lake,-113.64962,54.57787,CAN,AB,Meadowbrook,9.4
Long Lake,-113.66285,55.19626,CAN,AB,Moose Portage,14.4
Long Lake,-118.81688,54.40573,CAN,AB,Muskeg River,55.1
Long Lake,-114.6397,56.72313,CAN,AB,Peerless Lake,7
Long Lake,-116.2007,53.79308,CAN,AB,Pioneer,7.6
Long Lake,-113.85485,53.0572,CAN,AB,Pipestone,4
Long Lake,-111.03202,57.96332,CAN,AB,Point Brule,19.2
Long Lake,-113.07753,55.77797,CAN,AB,Sandy Lake,21.5
Long Lake,-110.15465,53.86959,CAN,AB,Sputinow,8.2
Long Pump Reservoir,-111.92067,50.64771,CAN,AB,Brooks,9.1
Longhurst Lake,-114.00889,53.45754,CAN,AB,Holborn,4.6
Longs Lake,-112.16312,49.02212,CAN,AB,Coutts,15
Looking Back Lake,-113.14766,53.31908,CAN,AB,New Sarepta,5
Loon Lake,-115.4312,56.52978,CAN,AB,Loon Lake,2.5
Loon Lake,-113.19749,59.60802,CAN,AB,Peace Point,68.2
Loon Pond,-110.01868,58.89553,CAN,AB,Fort Chipewyan,68.7
Loseman Lake,-110.43072,54.90363,CAN,AB,Bank Bay,39.1
Lost Lake,-112.30477,50.14828,CAN,AB,Enchant,8.7
Lost Lake,-111.01117,57.95511,CAN,AB,Point Brule,20.7
Lost Magician,-111.04985,54.69914,CAN,AB,Snug Cove,19.8
Lostpoint Lake,-113.28101,53.87723,CAN,AB,Coronado,1.5
Lottie Lake,-111.59011,54.06173,CAN,AB,Ashmont,7.6
Lougheed Lake,-111.40565,52.83824,CAN,AB,Jarrow,11.4
Louis Lake,-115.12593,52.41218,CAN,AB,Ferrier,6
Louis Lake,-113.08657,53.1752,CAN,AB,Hay Lakes,3.1
Louis Lake,-110.78974,53.71347,CAN,AB,Northern Valley,10.2
Louisiana 13 Pond,-111.55869,50.4748,CAN,AB,Tilley,7.2
Louisiana Lakes,-111.59265,50.51846,CAN,AB,Tilley,8.5
Loutit Lake,-110.85684,58.98025,CAN,AB,Fort Chipewyan,34.3
Low Water Lake,-113.95836,53.80369,CAN,AB,Rivi̬re Qui Barre,8.2
Lowden Lake,-112.69539,52.14552,CAN,AB,Fenn,3.7
Lowe Lake,-119.17828,55.32661,CAN,AB,Niobe,6.4
Lowen Lake,-119.62466,55.19432,CAN,AB,Hayfield,2.7
Lower Heart Reservoir,-116.62969,55.69074,CAN,AB,Heart River,13
Lower Herb Lake,-111.03263,57.91324,CAN,AB,Point Brule,21.7
Lower Kananaskis Lake,-115.13424,50.65206,CAN,AB,Kovach,31.6
Lower Mann Lake,-111.51557,54.17509,CAN,AB,Ashmont,6.1
Lower Pierre Greys Lake,-118.60656,53.91042,CAN,AB,Muskeg River,2.8
Lower Therien Lake,-111.36605,53.93274,CAN,AB,St Paul,8.1
Lower Waterton Lake,-113.85282,49.09259,CAN,AB,Waterton Park,6.4
Lower Wildhorse Lake,-117.79352,53.26975,CAN,AB,Brule,5.2
Loyalist Creek Reservoir,-111.00288,51.97028,CAN,AB,Loyalist,3.7
Lubicon Lake,-115.95148,56.37699,CAN,AB,Lubicon Lake,5.4
Lucia Lake,-110.49193,52.9115,CAN,AB,Hope Valley,8.7
Lucky Lake,-112.61411,54.35123,CAN,AB,Hollow Lake,16.4
Lucky Lake,-115.00088,54.29108,CAN,AB,Lone Pine,7.6
Luellen Lake,-115.91731,51.33982,CAN,AB,Castle Junction,7.9
Lumba Lake,-111.70623,54.47868,CAN,AB,Bri̬reville,4.1
Luscar Lake,-117.41173,53.05891,CAN,AB,Luscar,1.2
Lyle Lake,-112.50257,55.22334,CAN,AB,Wandering River,3.5
Lylich Lake,-114.58257,55.73095,CAN,AB,Wagner,49
Lynch Lakes,-113.9571,49.40109,CAN,AB,Pincher Creek,9.4
Lynx Lake,-111.89948,54.93458,CAN,AB,Owl River,5.5
Lynx Lake,-112.07008,59.32486,CAN,AB,Peace Point,30.8
Macbeth Lake,-110.07124,54.05682,CAN,AB,Sputinow,19.5
Machesis Lake,-116.58596,58.32488,CAN,AB,La Crate,18.5
Macintosh Lake,-115.03578,54.30354,CAN,AB,Lone Pine,5.1
Macklin Lake,-112.02998,49.04332,CAN,AB,Coutts,6.9
Magee Lake,-113.38122,52.55939,CAN,AB,Clive,10.4
Mahigun Lake,-113.22884,57.43668,CAN,AB,Chipewyan Lake,57.1
Majeau Lake,-114.42646,53.91032,CAN,AB,Lake Majeau,5.8
Majors Lake,-111.17229,51.12623,CAN,AB,Cabin Lake,8
Majors Lake,-113.5947,54.83017,CAN,AB,Lahaieville,3.9
Makewin Lake,-113.72071,54.49123,CAN,AB,Meadowbrook,3.9
Maligne Lake,-117.53686,52.66224,CAN,AB,Mountain Park,34.7
Maloney Lake,-110.41979,54.48622,CAN,AB,Ethel Lake,3.8
Mamawi Lake,-111.49547,58.61635,CAN,AB,Quatre Fourches,10.7
Manatokan Lake,-110.949,54.46504,CAN,AB,Iron River,3.7
Manawan Lake,-113.69003,53.90104,CAN,AB,Peavey,4.1
Mandy Lake,-112.97882,53.29914,CAN,AB,New Sarepta,11.4
Mandys Lake,-110.73694,58.13982,CAN,AB,Jackfish,32.8
Margaret Lake,-115.39298,58.95501,CAN,AB,John DOr Prairie,53
Margaret Lake,-113.92676,49.26181,CAN,AB,Twin Butte,5
Marguerite Lake,-110.7507,54.6164,CAN,AB,Happy Hollow,18.3
Marguerite Lake,-114.16118,50.37815,CAN,AB,Pekisko,6.1
Maria Lake,-114.5576,56.4641,CAN,AB,Trout Lake,4.3
Mariana Lake,-112.02474,55.95152,CAN,AB,Mariana Lake,0.6
Marie Lake,-110.30139,54.62895,CAN,AB,Bank Bay,7.8
Marie Lake,-118.87704,53.48014,CAN,AB,Grande Cache,48.1
Marigold Lake,-115.62756,54.67154,CAN,AB,Swan Hills,15.4
Marion Lake,-112.45835,52.20017,CAN,AB,Hackett,6.7
Marna Lake,-114.09551,49.43299,CAN,AB,Beaver Mines,7.8
Marr Lake,-113.85544,49.32209,CAN,AB,Drywood,5.8
Marten Lakes,-114.54236,55.61263,CAN,AB,Overlea,38.6
Marten Lakes,-114.57697,55.60521,CAN,AB,Slave Lake,37.9
Marten Lakes,-114.61463,55.59472,CAN,AB,Wagner,35.5
Martin Lake,-116.13668,51.7934,CAN,AB,Lake Louise,41
Martin Lake,-119.56675,55.44112,CAN,AB,Valhalla,8.3
Marvel Lake,-115.55853,50.87676,CAN,AB,Kovach,25.9
Mary Gregg Lake,-117.45422,53.11253,CAN,AB,Luscar,6.3
Mary Lake,-110.18222,56.45984,CAN,AB,Christina Crossing,28.1
Mary Lake,-113.21922,49.0182,CAN,AB,Kimball,6.4
Mastin Lake,-113.15385,54.51719,CAN,AB,Kinikinik,12.2
Matchayaw Lake,-114.09949,53.71025,CAN,AB,Bilby,0.7
Matthews Lake,-111.63699,54.64913,CAN,AB,Normandeau,9.8
Maude Lake,-115.29353,50.68942,CAN,AB,Kovach,27.9
Maurice Lake,-111.87089,54.63373,CAN,AB,Normandeau,10.8
Maurice Lake,-116.77639,55.44969,CAN,AB,Triangle,4.1
Maxwell Lake,-114.5101,54.11291,CAN,AB,Mosside,6.7
Maxwell Lake,-111.96688,57.87088,CAN,AB,Point Brule,40.7
May Lake,-110.3919,54.71679,CAN,AB,Bank Bay,19.1
Mayatan Lake,-114.30297,53.48532,CAN,AB,Mewassin,3.5
Mcalpine Creek Reservoir,-110.15791,49.70756,CAN,AB,Elkwater,10.3
Mcbernie Lake,-112.00827,54.67594,CAN,AB,Venice,9.3
Mcbride Lake,-113.47189,49.56882,CAN,AB,Ardenville,2.8
Mcbride Reservoir,-111.36421,51.32807,CAN,AB,Big Stone,18.4
Mccafferty Lake,-110.52625,52.65569,CAN,AB,Edgerton,12.3
Mccarthy Lake,-112.02847,54.72523,CAN,AB,Lac La Biche,5.9
Mcclelland Lake,-111.33025,57.48495,CAN,AB,Bitumount,21.8
Mcconachie Lake,-114.76469,55.83555,CAN,AB,Widewater,54.8
Mccowan Lake,-110.15267,59.94659,CAN,AB,Fitzgerald,81.6
Mccullough Lake,-111.61997,54.19619,CAN,AB,Boyne Lake,6
Mcdonald Lake,-113.94881,51.19253,CAN,AB,Rocky View,0.9
Mcdougall Lake,-110.47626,54.59004,CAN,AB,Happy Hollow,10.9
Mcfadden Lake,-113.14857,53.40837,CAN,AB,Cooking Lake,1.8
Mcgrane Lagoon,-112.0343,54.81495,CAN,AB,Lac La Biche Mission,3.8
Mcgregor Lake,-112.83392,50.31429,CAN,AB,Armada,12.5
Mcgregor Lake,-115.84203,52.61481,CAN,AB,Harlech,13.8
Mcgregor Lake,-112.87597,50.48796,CAN,AB,Pageant,2
Mcguffin Lake,-111.58129,54.77414,CAN,AB,Barnegat,15.9
Mcinnes Lake,-110.41873,59.70578,CAN,AB,Hay Camp,62.2
Mckay Lake,-111.55723,52.67493,CAN,AB,Lougheed,7.8
Mclaren Lake,-110.68739,52.28741,CAN,AB,Cousins,7.4
Mclarens Reservoir,-112.45103,51.83988,CAN,AB,Stonelaw,3.8
Mclelland Lake,-111.26374,59.72908,CAN,AB,Fitzgerald,24.1
Mclennan Lake,-110.03821,58.219,CAN,AB,Jackfish,56
Mcleod Lake,-114.11148,55.97772,CAN,AB,Wabasca-Desmarais,16.3
Mcleod Lake,-115.65448,54.29728,CAN,AB,Whitecourt,17.5
Mcmillan Lake,-114.47374,55.7744,CAN,AB,Wabasca-Desmarais,44.4
Mcmillan Lake,-112.66862,55.43058,CAN,AB,Wandering River,28.9
Mcmullen Lake,-114.0914,55.84047,CAN,AB,Wabasca-Desmarais,20.6
Mcnaught Lake,-119.45104,55.14632,CAN,AB,Halcourt,6.1
Mcneil Lake,-112.42851,59.5433,CAN,AB,Peace Point,46.3
Meadows Lake,-116.58178,52.91784,CAN,AB,Pembina Forks,8.6
Medallion Lakes,-119.98806,54.35891,CAN,AB,Sylvester,73.5
Medicine Lake,-117.75804,52.85496,CAN,AB,Jasper Park Lodge,20.4
Medicine Lake,-114.74266,52.74479,CAN,AB,Willesden Green,12.9
Meekwap Lake,-116.6276,54.66128,CAN,AB,Fox Creek,31.9
Meinsinger Lake,-114.25082,50.26609,CAN,AB,Pekisko,19.6
Mellstrom Lake,-111.88481,54.51858,CAN,AB,Briareville,9.1
Mercredi Lake,-110.70406,59.93614,CAN,AB,Fitzgerald,51
Mere Lake,-114.10129,53.62252,CAN,AB,Beach Corner,9.1
Meridian Lake,-110.01218,53.78894,CAN,AB,Tulliby Lake,14
Meridian Lakes,-114.82918,59.59246,CAN,AB,Garden Creek,112.6
Merryweather Lake,-113.35266,59.34993,CAN,AB,Jackfish River,47.5
Meyer Lake,-113.57438,54.97765,CAN,AB,Grosmont,12.6
Michael Lake,-112.3865,57.78461,CAN,AB,Bitumount,62.5
Michaud Lake,-114.90061,53.78445,CAN,AB,Stanger,5.4
Michel Lake,-110.67895,54.05352,CAN,AB,Holyoke,9.9
Michel Lake,-115.64388,54.62269,CAN,AB,Swan Hills,18.8
Michele Creek Reservoir,-110.37254,49.531,CAN,AB,Eagle Butte,9.3
Michele Lakes,-116.75296,52.06922,CAN,AB,Saskatchewan River Crossing,10.5
Michichi Reservoir,-112.52986,51.5823,CAN,AB,Michichi,0.4
Mickel Lake,-113.08244,54.54047,CAN,AB,Kinikinik,7.1
Middle Creek Reservoir,-110.004,49.39476,CAN,AB,Cressday,24.6
Middle Pierre Greys Lake,-118.5887,53.90135,CAN,AB,Muskeg River,4.3
Middle Waterton Lake,-113.87637,49.05706,CAN,AB,Waterton Park,2.8
Mikwan Lake,-113.18485,52.09188,CAN,AB,Lousana,2.4
Mildred Lake,-111.58393,57.05045,CAN,AB,Mildred Lake,2.1
Mile 07 Lake,-112.01527,55.0214,CAN,AB,Avenir,17.1
Milk River Lake,-110.23123,49.02748,CAN,AB,Wild Horse,3.2
Milk River Ridge Reservoir,-112.57349,49.36903,CAN,AB,Raymond,12.4
Mill Lake,-111.86337,54.93549,CAN,AB,Owl River,5.7
Millers Lake,-116.7685,53.56004,CAN,AB,Marlboro,1.9
Milne Lake,-115.94571,55.68634,CAN,AB,Salt Prairie,8.6
Miltons Lake,-111.18873,56.43761,CAN,AB,Anzac,9.5
Minelli Lake,-115.80715,53.05801,CAN,AB,Brazeau Dam,17.9
Ministik Lake,-113.01639,53.33967,CAN,AB,Cooking Lake,10.6
Mink Lake,-115.5972,56.02193,CAN,AB,Atikameg,12.2
Mink Lake,-114.22792,53.52191,CAN,AB,Carvel,1.5
Mink Lake,-113.29183,56.90726,CAN,AB,Chipewyan Lake,11.6
Mink Lake,-113.66585,58.39825,CAN,AB,Fifth Meridian,34.3
Mink Lake 1,-115.69328,56.09978,CAN,AB,Atikameg,20.5
Minnie Lake,-111.10395,54.28553,CAN,AB,Franchere,5.1
Minnow Lake,-116.03986,53.35723,CAN,AB,Carrot Creek,30.3
Minor Lakes,-111.49076,50.37008,CAN,AB,Alderson,14.2
Minor Lakes,-111.5083,50.37277,CAN,AB,Tilley,13.6
Miquelon Lakes,-112.9123,53.25601,CAN,AB,Hay Lakes,11.7
Mirror Bay,-113.07173,52.45731,CAN,AB,Mirror,2.4
Missawawi Lake,-112.19527,54.72667,CAN,AB,Venice,4.4
Missing Lake,-113.10772,53.14551,CAN,AB,Hay Lakes,6.6
Mistaya Lake,-116.59733,51.79398,CAN,AB,Saskatchewan River Crossing,22.5
Mistehae Lake,-114.31073,55.92667,CAN,AB,Wabasca-Desmarais,29
Mitchell Lake,-115.00744,52.21644,CAN,AB,Congresbury,3.4
Mitchell Lake,-110.64865,53.90174,CAN,AB,Lindbergh,2.2
Mitsue Lake,-114.6119,55.24793,CAN,AB,Mitsue,1.5
Moab Lake,-117.95913,52.66157,CAN,AB,Wynd,25.1
Moat Lake,-118.32464,52.72302,CAN,AB,Geikie,16.4
Mona Lake,-117.67446,52.73674,CAN,AB,Jasper Park Lodge,30.6
Mons Lake,-112.35994,54.18892,CAN,AB,Edwand,7.5
Mons Lake,-115.77273,54.59394,CAN,AB,Swan Hills,27.5
Montagnais Lake,-111.33252,54.02613,CAN,AB,St Paul,4.4
Montagneuse Lake,-118.46106,56.50459,CAN,AB,Eureka River,18.5
Montambeault Lake,-111.27312,52.34047,CAN,AB,Silver Heights,4
Moon Lake,-114.97282,53.4527,CAN,AB,Moon Lake,0.7
Moonshine Lake,-110.10587,54.01491,CAN,AB,Sputinow,14.4
Moonshine Lake,-119.22632,55.88647,CAN,AB,Whitburn,2.5
Moose Lake,-114.367,58.22889,CAN,AB,Fox Lake,28.4
Moose Lake,-110.91772,54.24887,CAN,AB,Fresnoy,7.4
Moose Lake,-117.38884,54.79426,CAN,AB,Little Smoky,14.8
Moose Lake,-116.64618,52.97337,CAN,AB,Pembina Forks,1.2
Moose Lake,-111.76932,55.14323,CAN,AB,Philomena,10.4
Moosehills Lake,-110.81261,53.93206,CAN,AB,Muriel,3
Moosehorn Lake,-118.13021,53.35979,CAN,AB,Shale Banks,14.6
Moraine Lake,-116.18506,51.32153,CAN,AB,Eldon,11
Morningstar Lake,-116.73512,53.63684,CAN,AB,Marlboro,9.9
Morse Lake,-115.4603,54.6984,CAN,AB,Swan Hills,4.3
Moses Lake,-111.65812,53.4359,CAN,AB,Ranfurly,3.5
Mosquito Lake,-115.00592,54.32887,CAN,AB,Topland,5.8
Moss Lake,-111.8821,54.39016,CAN,AB,McRae,11.5
Moss Lake,-112.82477,53.65531,CAN,AB,Sandy Beach,2.5
Mott Lake,-110.91385,52.8127,CAN,AB,Wainwright,4.4
Mountain Lake,-117.7135,55.44971,CAN,AB,Whitemud Creek,18.9
Mud Lake,-115.06136,54.14724,CAN,AB,Connor Creek,7.2
Mud Lake,-113.48881,54.89794,CAN,AB,Grosmont,6.1
Mud Lake,-115.3094,50.79375,CAN,AB,Kovach,17.3
Mud Lake,-113.53611,49.75416,CAN,AB,Nolan,1.7
Mud Lake,-112.84983,53.59751,CAN,AB,Sandy Beach,9
Muddyshore Lake,-117.82652,55.42475,CAN,AB,DeBolt,25.7
Mudhen Lake,-110.00396,52.53834,CAN,AB,Killarney Lake,6.4
Mudspring Lake,-112.77887,51.8328,CAN,AB,Rumsey,4.5
Muir Lake,-115.99243,55.66432,CAN,AB,Salt Prairie,4.9
Muir Lake,-113.95724,53.62462,CAN,AB,Spruce Grove,8.7
Mulligan Lake,-119.1243,55.3717,CAN,AB,La Glace,3.9
Mummy Lake,-115.91347,51.0896,CAN,AB,Sawback,16.8
Munro Lake,-111.65165,54.54308,CAN,AB,Rich Lake,4.5
Munyass Lake,-113.52928,54.49798,CAN,AB,Meadowbrook,8.5
Murchison Lake,-110.2451,59.92365,CAN,AB,Fitzgerald,76.2
Muriel Lake,-110.67764,54.14487,CAN,AB,Gurneyville,5.2
Murray Lake,-110.95999,49.78943,CAN,AB,Seven Persons,10.2
Murrys Lake,-110.75927,54.16848,CAN,AB,Gurneyville,3.2
Mushroom Lake,-110.49805,52.87181,CAN,AB,Heath,10.5
Muskeg Lake,-110.77252,56.32324,CAN,AB,Cheecham,7.6
Muskeg Lake,-113.65206,57.10397,CAN,AB,Chipewyan Lake,21.2
Muskeg Lake,-113.71458,54.36746,CAN,AB,Halcreek,4.7
Muskeg Lake,-111.63347,55.46022,CAN,AB,Margie,19
Muskeg Lake,-110.96905,57.99937,CAN,AB,Point Brule,21.9
Muskeg Lake,-114.6915,55.32264,CAN,AB,Slave Lake,6.7
Muskeg Lake,-114.30339,53.61126,CAN,AB,Smithfield,5.3
Muskeg Lakes,-116.83288,55.39718,CAN,AB,Little Smoky,4.7
Muskiki Lake,-116.87374,52.8508,CAN,AB,Grave Flats,4.5
Muskrat Lake,-113.42463,57.48167,CAN,AB,Chipewyan Lake,60.3
Muskwa Lake,-114.63878,56.15191,CAN,AB,Trout Lake,39.2
Musreau Lake,-118.61893,54.54297,CAN,AB,Grovedale,56.1
Mustus Lake,-116.39175,58.14856,CAN,AB,La Cr̻te,4.3
Myers Lake,-111.25291,59.69015,CAN,AB,Hay Camp,21.9
Mylake,-110.62043,58.3208,CAN,AB,Jackfish,20.5
Mylonite Lake,-110.33105,59.81431,CAN,AB,Hay Camp,71.4
Myr Lake,-111.30973,53.80515,CAN,AB,Lac Bellevue,4.6
Myriad Lake,-113.20837,53.09551,CAN,AB,Gwynne,12.1
Mystery Lake,-117.67238,53.14865,CAN,AB,Miette Hotsprings,6.8
Mystic Lake,-113.35375,54.38291,CAN,AB,Rochester,7
Nadeau Lake,-111.78554,54.58135,CAN,AB,Normandeau,3.5
Nakamun Lake,-114.2063,53.88574,CAN,AB,Sion,3.7
Namaka Lake,-113.22355,50.93901,CAN,AB,Namaka,5.3
Namur Lake,-112.6865,57.4183,CAN,AB,Bitumount,62.4
Nanuche Lake,-114.04836,58.29758,CAN,AB,Fox Lake,34.2
Napoleon Lake,-113.97342,52.02933,CAN,AB,Innisfail,1.6
Narrow Lake,-113.61793,54.61694,CAN,AB,Lincoln,9.5
Nash Lake,-113.4359,59.26654,CAN,AB,Jackfish River,43.3
Nash Lake,-110.70554,58.0904,CAN,AB,Point Brule,38
Nelson Lake,-114.25517,54.52253,CAN,AB,Kilsyth,10.1
Nelson Lake,-113.38655,52.6707,CAN,AB,Ponoka,13.1
Net Lake,-110.76703,58.12988,CAN,AB,Jackfish,33.3
Neutral Hills Lake B2,-110.96066,52.09409,CAN,AB,Neutral Valley,11.1
Newton Lake,-114.18907,53.99564,CAN,AB,Dunstable,5.3
Ney Lake,-110.01822,59.76328,CAN,AB,Hay Camp,85.6
Nicot Lake,-112.10897,54.92104,CAN,AB,Lac La Biche Mission,10.9
Nier Lakes,-114.1814,51.40756,CAN,AB,Nier,1.2
Niggli Lake,-110.02667,59.89359,CAN,AB,Fitzgerald,88.2
Nikik Lake,-113.58809,57.12245,CAN,AB,Chipewyan Lake,21.4
Nina Lake,-117.29762,57.42062,CAN,AB,Kemp River,18.1
Nipisi Lake,-114.97442,55.77915,CAN,AB,Atikameg,45
Nisbet Lake,-110.22978,55.36438,CAN,AB,Behan,15.9
Nixon Lake,-112.36193,55.2208,CAN,AB,Wandering River,7.7
No Outlet Lake,-114.39471,53.79746,CAN,AB,Rich Valley,6.4
Noel Lake,-115.04753,54.35324,CAN,AB,Topland,6.5
Nora Lake,-110.5669,56.48331,CAN,AB,Christina Crossing,25.9
Norberg Lake,-111.58711,54.27308,CAN,AB,Boyne Lake,7
Nordegg Lake,-116.21382,52.55677,CAN,AB,Nordegg,13.4
Norman Lake,-114.19056,54.55009,CAN,AB,Kilsyth,5.2
Normandeau Lake,-111.69113,54.57053,CAN,AB,Normandeau,2.8
Normandin Lake,-110.73162,52.73546,CAN,AB,Greenshields,6.9
Normandin Lake,-110.72268,52.72793,CAN,AB,Park Farm,7.8
North Buck Lake,-112.55536,54.6836,CAN,AB,Caslan,6.5
North Deserters Lake,-115.24144,52.77374,CAN,AB,Baptiste River,13.4
North Keeping Lake,-119.94283,55.49286,CAN,AB,Demmitt,5.1
North Lake,-114.06,53.62813,CAN,AB,Bilby,9
North Outlet Lake,-114.37139,53.77702,CAN,AB,Gunn,5.9
North Sand Lake,-118.91183,58.71531,CAN,AB,Assumption,13.1
North Wabasca Lake,-113.91279,56.04295,CAN,AB,Wabasca-Desmarais,9.3
North Watchusk Lake,-110.3541,56.21409,CAN,AB,Christina Crossing,8.1
Nose Lake,-119.6059,54.53969,CAN,AB,Sylvester,50.9
Oakland Lake,-111.83862,51.3763,CAN,AB,Rose Lynn,12.1
Oakley Lake,-111.6214,57.65843,CAN,AB,Bitumount,30.3
Obed Lake,-117.14162,53.56438,CAN,AB,Hargwen,3.8
Octopus Lake,-116.67402,53.53739,CAN,AB,Hornbeck,1.8
Odisque Lake,-113.58425,57.15993,CAN,AB,Chipewyan Lake,25.3
Old Womans Coulee Reservoir,-113.92485,50.52708,CAN,AB,Azure,4.8
Oldman Lake,-114.54156,53.87645,CAN,AB,Ballantine,4.8
Oldman Reservoir,-114.04505,49.60197,CAN,AB,Cowley,4.1
Ole Lake,-119.8943,56.31682,CAN,AB,Bear Canyon,12
Oliva Lake,-111.59728,53.07778,CAN,AB,Philips,4.8
Oliver Lake,-113.0174,53.29472,CAN,AB,New Sarepta,8.8
Olympic Lake,-111.99538,54.52275,CAN,AB,Kikino,10.8
One Week Lake,-110.33366,59.8806,CAN,AB,Fitzgerald,71
Onetree Reservoir,-111.82617,50.60987,CAN,AB,Brooks,6.8
Onion Lake,-110.14947,53.76989,CAN,AB,Tulliby Lake,6.4
Ooho Lake,-111.47496,56.1672,CAN,AB,Kinosis,36.8
Open Creek Reservoir,-114.72854,52.64827,CAN,AB,Willesden Green,11.2
Ord Lake,-113.40043,53.24085,CAN,AB,Rolly View,5.7
Orloff Lake,-113.50922,55.38001,CAN,AB,Calling Lake,27
Osborne Lake,-110.88186,54.50315,CAN,AB,Iron River,7.1
Osi Lake,-113.57403,57.18678,CAN,AB,Chipewyan Lake,28.1
Osland Lakes,-119.46565,57.26853,CAN,AB,Clear Prairie,78.1
Oster Lake,-112.91302,53.62855,CAN,AB,Sandy Beach,7.8
Otasan Lake,-112.38053,57.7035,CAN,AB,Bitumount,56.2
Otauwau Lake,-115.01836,55.02816,CAN,AB,Slave Lake,32.3
Otter Lake,-113.41899,56.49676,CAN,AB,Chipewyan Lake,49.4
Otter Lake,-111.56603,58.55072,CAN,AB,Embarras Portage,12.5
Otter Lake,-113.59416,55.3529,CAN,AB,Moose Portage,22.9
